phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D015179	species	223967	Methylobacterium populi	Bacteria	22	0.0232651495909091	0.00719517	0.0304095353276441	
D015179	species	256847	Lentisphaera araneosa	Bacteria	22	0.0116199936363636	0.00292721	0.0239475838944488	
D015179	species	332095	Dethiosulfatibacter aminovorans	Bacteria	22	0.00306271453181818	0.002835725	0.0022716428470109	
D015179	species	416016	Flavobacterium cucumis	Bacteria	22	0.00910398561363636	0.00349777	0.0139210136749276	
D015179	species	439219	Streptococcus henryi	Bacteria	22	0.0658830395	0.00408675	0.222714727019259	
D015179	species	447455	candidate division TM7 single-cell isolate TM7b	Bacteria	22	0.0137918181818182	0.00538	0.021301936785713	
D015179	species	552395	Lachnospiraceae bacterium 4_1_37FAA	Bacteria	22	0.0228936363636364	0.011925	0.0304851754051132	
D015179	species	637886	Dysgonomonas hofstadii	Bacteria	22	0.00512197385	0.003699105	0.00546319703278989	
D015179	species	671224	Selenomonas artemidis	Bacteria	22	0.0293530642954545	0.00362835	0.106427844116518	
D015179	species	682179	Bacillus luteolus	Bacteria	22	0.0132291604545455	0.006471325	0.0269396862855495	
D015179	species	762211	Bifidobacterium stellenboschense	Bacteria	22	0.00361448409090909	0.003227015	0.00166217592375221	
D015179	species	736	Haemophilus paraphrohaemolyticus	Bacteria	21	0.0274251387142857	0.00216727	0.096428117027292	
D015179	species	833	Fibrobacter succinogenes	Bacteria	21	0.00252591323809524	0.00271835	0.00166203302984977	
D015179	species	971	Selenomonas ruminantium	Bacteria	21	0.00427869976190476	0.0030774	0.00412260380584824	
D015179	species	1317	Streptococcus downei	Bacteria	21	0.013531049047619	0.00380467	0.0382149960705333	
D015179	species	1323	Faecalicoccus pleomorphus	Bacteria	21	0.011298934952381	0.00440257	0.0198229102888486	
D015179	species	1521	[Clostridium] cellulolyticum	Bacteria	21	0.00610682428571429	0.00313381	0.00661818067343705	
D015179	species	2057	Sphaerobacter thermophilus	Bacteria	21	0.0415122367619048	0.00270285	0.149664658346888	
D015179	species	34062	Moraxella osloensis	Bacteria	21	0.339945935047619	0.00301441	1.47590221315902	
D015179	species	39498	[Eubacterium] yurii	Bacteria	21	0.443819020514286	0.00338949	1.03420316167412	
D015179	species	48467	Prosthecobacter debontii	Bacteria	21	0.0557738043761905	0.0054057	0.228243268751817	
D015179	species	52692	Acetobacterium malicum	Bacteria	21	0.00381461714285714	0.00283086	0.00216099271135778	
D015179	species	53408	Pseudomonas citronellolis	Bacteria	21	0.0126894388095238	0.00482719	0.0189402770550314	
D015179	species	53418	Treponema lecithinolyticum	Bacteria	21	0.295219776761905	0.00393244	1.19250408566386	
D015179	species	78258	Parascardovia denticolens	Bacteria	21	0.0443428052857143	0.02931	0.0614604540489996	
D015179	species	86103	Idiomarina zobellii	Bacteria	21	0.00305165747142857	0.00287224	0.00167037573456686	
D015179	species	114528	Mogibacterium neglectum	Bacteria	21	0.0183721918095238	0.00365564	0.0362991167370318	
D015179	species	157782	Pseudomonas parafulva	Bacteria	21	0.00553990847619048	0.00405745	0.00538187782308236	
D015179	species	160453	Enterococcus gilvus	Bacteria	21	0.013007954047619	0.00401147	0.0265640235206248	
D015179	species	169061	Ruminococcus sp. CCUG 37327 A	Bacteria	21	0.00926258285714286	0.0040458	0.0103354560759887	
D015179	species	293256	Desulfovibrio alkalitolerans	Bacteria	21	0.00318895347142857	0.00305371	0.00150754351081637	
D015179	species	354356	Niastella koreensis	Bacteria	21	0.575659644952381	0.00317221	1.77095733618386	
D015179	species	387093	Sulfurovum sp. NBC37-1	Bacteria	21	0.00289871295238095	0.00233285	0.00280289369389139	
D015179	species	461393	Actinomyces massiliensis	Bacteria	21	0.00350828333333333	0.00288	0.00320307929967607	
D015179	species	210	Helicobacter pylori	Bacteria	20	0.015985282	0.00490381	0.0445450463878171	
D015179	species	306	Pseudomonas sp.	Bacteria	20	0.033468	0.027665	0.0332017295998424	
D015179	species	317	Pseudomonas syringae	Bacteria	20	0.01869804495	0.006429255	0.0287211126239822	
D015179	species	628	Xenorhabdus nematophila	Bacteria	20	0.0019773463	0.002214355	0.00121282165290741	
D015179	species	723	Actinobacillus ureae	Bacteria	20	0.00516206225	0.002971075	0.00903197357447659	
D015179	species	920	Acidithiobacillus ferrooxidans	Bacteria	20	0.0042316577	0.003097575	0.00411184836380608	
D015179	species	1355	Enterococcus columbae	Bacteria	20	0.04767138495	0.002985355	0.146494799457851	
D015179	species	1506	Clostridium sp.	Bacteria	20	0.10484312305	0.001905215	0.253883478338114	
D015179	species	1623	Lactobacillus ruminis	Bacteria	20	0.090307389	0.005607815	0.245845885711013	
D015179	species	1648	Erysipelothrix rhusiopathiae	Bacteria	20	0.0119417978	0.00281923	0.0217437257760185	
D015179	species	29356	Clostridium chartatabidum	Bacteria	20	0.0259186738	0.004633725	0.0665538375814662	
D015179	species	40682	Sphingomonas mali	Bacteria	20	0.021782240495	0.00495972	0.0505808041849855	
D015179	species	42422	Halobacteroides halobius	Bacteria	20	0.0026204875	0.002509995	0.00169417034954711	
D015179	species	46867	Clostridium chauvoei	Bacteria	20	0.0040175231	0.00244247	0.00515987927583907	
D015179	species	48466	Prosthecobacter vanneervenii	Bacteria	20	0.021007930095	0.00369037	0.0709635561407936	
D015179	species	53446	Streptomyces cinnamoneus	Bacteria	20	0.0119853435	0.007700965	0.0115839195770832	
D015179	species	70856	Aeromonas popoffii	Bacteria	20	0.16881426853	0.005426085	0.322671540085061	
D015179	species	76517	Campylobacter hominis	Bacteria	20	0.00712472345	0.00389507	0.00953870714800004	
D015179	species	81037	Pseudoalteromonas elyakovii	Bacteria	20	0.002136914135	0.001826505	0.00132023992783928	
D015179	species	99675	Clostridium putrefaciens	Bacteria	20	0.6570284271	0.002936235	2.90674656156325	
D015179	species	102862	Proteus penneri	Bacteria	20	0.102449975625	0.018207	0.215511030024918	
D015179	species	108980	Acinetobacter ursingii	Bacteria	20	0.546055577545	0.0035954	2.40724681780084	
D015179	species	150055	Streptococcus lutetiensis	Bacteria	20	0.05051718154	0.011205	0.0868086831871141	
D015179	species	177972	Shuttleworthia satelles	Bacteria	20	0.0141165035	0.002641355	0.0465007365096417	
D015179	species	194326	Lactobacillus versmoldensis	Bacteria	20	0.0232777335	0.00617038	0.035187401602711	
D015179	species	339862	Desulfosporosinus youngiae	Bacteria	20	0.00224582055	0.00184182	0.00145472728099898	
D015179	species	467976	Iamia majanohamensis	Bacteria	20	0.03091135345	0.002442915	0.0915044610585195	
D015179	species	475254	Pedobacter borealis	Bacteria	20	0.0399683935	0.01380485	0.051184409054	
D015179	species	571800	Psychrobacter sp. G	Bacteria	20	0.0400036889	0.00114791	0.0853835781571134	
D015179	species	634771	Chitinophaga eiseniae	Bacteria	20	0.053059115	0.01037757	0.0886534750169363	
D015179	species	673548	Comamonas terrae	Bacteria	20	0.05507313335	0.005991055	0.0943067868813113	
D015179	species	866801	Lactobacillus ozensis	Bacteria	20	0.0185958045	0.00562084	0.0307081894440173	
D015179	species	937334	Caldicoprobacter faecalis	Bacteria	20	0.00504485468	0.004087345	0.00483770846412723	
D015179	species	1002672	Candidatus Pelagibacter sp. IMCC9063	Bacteria	20	0.001965700895	0.001523075	0.00170571107957447	
D015179	species	480	Moraxella catarrhalis	Bacteria	19	0.0160849741	0.00261718	0.0575427682320859	
D015179	species	982	Saccharicrinis fermentans	Bacteria	19	0.00183971056842105	0.00152706	0.00144633447151888	
D015179	species	1393	Brevibacillus brevis	Bacteria	19	0.224696549152632	0.0164235	0.516665157389295	
D015179	species	1423	Bacillus subtilis	Bacteria	19	0.0314740186315789	0.00438116	0.0694277994843352	
D015179	species	1511	[Clostridium] sticklandii	Bacteria	19	0.0127058068368421	0.00474153	0.0227514206293699	
D015179	species	1737	[Eubacterium] tenue	Bacteria	19	0.113099322105263	0.0040783	0.349237136859163	
D015179	species	29448	Bradyrhizobium elkanii	Bacteria	19	0.0908065674736842	0.00420309	0.283077802504673	
D015179	species	29581	Janthinobacterium lividum	Bacteria	19	0.0833235852631579	0.0168124	0.149807917577518	
D015179	species	31998	Methylobacterium radiotolerans	Bacteria	19	0.0119895145210526	0.00263463	0.0283595731471547	
D015179	species	33036	Anaerococcus tetradius	Bacteria	19	0.287187868789474	0.0082321	0.55920915735071	
D015179	species	33987	Exiguobacterium aurantiacum	Bacteria	19	0.00324220563157895	0.00257852	0.00309101455854505	
D015179	species	43143	Tissierella creatinini	Bacteria	19	0.00365415594736842	0.00195959	0.00545961084258065	
D015179	species	66851	Methanobrevibacter oralis	Archaea	19	0.00617297421052632	0.00279712	0.00797034371404696	
D015179	species	70997	Lewinella nigricans	Bacteria	19	0.00883595715789474	0.00205267	0.0193259714348134	
D015179	species	79209	Desulfosporosinus meridiei	Bacteria	19	0.00387248096842105	0.00296156	0.00362280485001586	
D015179	species	80867	Acidovorax avenae	Bacteria	19	0.0254951595789474	0.00466897	0.0736897730227286	
D015179	species	80869	Acidovorax citrulli	Bacteria	19	0.00999450836842105	0.00463371	0.0210362208045046	
D015179	species	81028	Treponema brennaborense	Bacteria	19	0.217290950257895	0.00189805	0.936260566835268	
D015179	species	88058	Treponema primitia	Bacteria	19	0.00346220489473684	0.00271835	0.00452014870053797	
D015179	species	89059	Lactobacillus acidipiscis	Bacteria	19	0.00456300321052632	0.00356824	0.00333170506612043	
D015179	species	150240	Gemella cuniculi	Bacteria	19	0.474675615152632	0.00670646	1.29286881512312	
D015179	species	156978	Corynebacterium imitans	Bacteria	19	0.00617678978947368	0.00246914	0.00895998490436481	
D015179	species	217219	Meganema perideroedes	Bacteria	19	0.00384440373684211	0.00333589	0.00267452344340482	
D015179	species	299641	Agrobacterium sp. CCBAU 53010	Bacteria	19	0.0139152673684211	0.00405433	0.0291053305691899	
D015179	species	331648	Nonlabens spongiae	Bacteria	19	0.0106278983684211	0.0044833	0.0138589644136073	
D015179	species	430522	Pedobacter steynii	Bacteria	19	0.0306964084210526	0.00504974	0.092465041596434	
D015179	species	469588	Bacteroides sp. 2_1_22	Bacteria	19	1.57646368421053	1.27022	1.29349713100747	
D015179	species	983706	Bifidobacterium reuteri	Bacteria	19	0.00320534589473684	0.00339317	0.00124423511309746	
D015179	species	1661049	Pseudomonas sp. NBRC 111134	Bacteria	19	0.0408318195789474	0.00685612	0.0715496036710451	
D015179	species	1747005	Micrococcus sp. HBUM178886	Bacteria	19	0.0266963716157895	0.00246914	0.0690412310369525	
D015179	species	152	Treponema stenostreptum	Bacteria	18	0.0050253122	0.002694985	0.00568916826277783	
D015179	species	266	Paracoccus denitrificans	Bacteria	18	0.03053287555	0.0110279	0.048806204240511	
D015179	species	421	Methylomonas methanica	Bacteria	18	0.00351069827777778	0.003053185	0.00197040602896834	
D015179	species	645	Aeromonas salmonicida	Bacteria	18	0.00522668544444444	0.002293565	0.00745645405539164	
D015179	species	1053	Halorhodospira halophila	Bacteria	18	0.00254709021666667	0.002655015	0.00127012171846036	
D015179	species	1244	Leuconostoc gelidum	Bacteria	18	0.0443268487611111	0.01078093	0.068615973634942	
D015179	species	1464	Paenibacillus larvae	Bacteria	18	0.0125595358	0.002883965	0.0236744682194658	
D015179	species	13689	Sphingomonas paucimobilis	Bacteria	18	0.00353561516111111	0.001969635	0.00415376112783574	
D015179	species	29529	Chitinophaga arvensicola	Bacteria	18	0.00588187161111111	0.003046815	0.00754089987245948	
D015179	species	29552	Acholeplasma axanthum	Bacteria	18	0.0262906882777778	0.00395792	0.0768233536063867	
D015179	species	33051	Sphingomonas sanguinis	Bacteria	18	0.0167980005555556	0.005245705	0.0287744471596401	
D015179	species	33871	Coriobacterium glomerans	Bacteria	18	0.00625642976111111	0.002433805	0.00691687717928916	
D015179	species	35518	[Eubacterium] nodatum	Bacteria	18	0.00285155191666667	0.002612715	0.00204213269494057	
D015179	species	35839	Holophaga foetida	Bacteria	18	0.00293447355	0.002567295	0.00215500410196389	
D015179	species	54291	Raoultella ornithinolytica	Bacteria	18	1.1925879045	0.0460204	2.7136330695941	
D015179	species	63612	Sodalis glossinidius	Bacteria	18	0.00629887738888889	0.002355305	0.0112120988935446	
D015179	species	78257	Bifidobacterium saeculare	Bacteria	18	0.00823727755555556	0.00265726	0.01174656215086	
D015179	species	89524	Rubrimonas cliftonensis	Bacteria	18	0.01574988	0.004603445	0.036696552670644	
D015179	species	94625	Ochrobactrum intermedium	Bacteria	18	0.0823827531111111	0.00845976	0.134152602825851	
D015179	species	106654	Acinetobacter nosocomialis	Bacteria	18	0.254688291383333	0.0140155	0.505933192040278	
D015179	species	215803	Enhygromyxa salina	Bacteria	18	0.00372018777777778	0.003052035	0.00199741573610843	
D015179	species	220687	Bacillus novalis	Bacteria	18	0.00586162182777778	0.003343885	0.00704427319558476	
D015179	species	242750	Prevotella bergensis	Bacteria	18	0.00634025133333333	0.00334809	0.00766522022282981	
D015179	species	291112	Photorhabdus asymbiotica	Bacteria	18	0.00337756582222222	0.002647265	0.00282943081907613	
D015179	species	466153	Singulisphaera acidiphila	Bacteria	18	0.0163098504388889	0.00385873	0.0319818487324134	
D015179	species	470933	Pantoea eucalypti	Bacteria	18	0.00318413611111111	0.002716355	0.00171630232004442	
D015179	species	501592	Kocuria gwangalliensis	Bacteria	18	0.626132768444444	0.007235585	2.01940189779679	
D015179	species	588932	Brevundimonas naejangsanensis	Bacteria	18	0.0507089136666667	0.00539481	0.121561308108227	
D015179	species	755171	Peptoniphilus tyrrelliae	Bacteria	18	0.00614087605555556	0.003190995	0.0086295961514304	
D015179	species	908612	Alistipes sp. HGB5	Bacteria	18	5.49915222222222	3.96847	3.72498880878786	
D015179	species	193	Azospirillum lipoferum	Bacteria	17	0.00538614328235294	0.0025084	0.00647726080664156	
D015179	species	292	Burkholderia cepacia	Bacteria	17	0.0246284599411765	0.00347838	0.0551655999668222	
D015179	species	339	Xanthomonas campestris	Bacteria	17	0.00872460121176471	0.00334169	0.0132243073243045	
D015179	species	1028	Marivirga sericea	Bacteria	17	0.00525734317647059	0.00358886	0.00682323437739057	
D015179	species	1525	Moorella thermoacetica	Bacteria	17	0.00767987188235294	0.00247903	0.0201084127075728	
D015179	species	1565	Desulfotomaculum nigrificans	Bacteria	17	0.00357800040588235	0.00326456	0.00209358663622435	
D015179	species	2350	Haliscomenobacter hydrossis	Bacteria	17	0.00306696104705882	0.00151909	0.004621184039639	
D015179	species	2743	Marinobacter hydrocarbonoclasticus	Bacteria	17	0.00305749770588235	0.00170433	0.00388512716893368	
D015179	species	33946	Kurthia gibsonii	Bacteria	17	0.00900140570588235	0.00358141	0.0145087907760689	
D015179	species	33964	Leuconostoc citreum	Bacteria	17	0.00582121864705882	0.00296569	0.00649148500057547	
D015179	species	34085	Riemerella anatipestifer	Bacteria	17	0.0244281646470588	0.00386593	0.0407190509082667	
D015179	species	35554	Geobacter sulfurreducens	Bacteria	17	0.00426067688235294	0.00201845	0.00563813648006784	
D015179	species	38289	Corynebacterium jeikeium	Bacteria	17	0.00962468070588235	0.00247973	0.0145832180177671	
D015179	species	44252	Paenibacillus macerans	Bacteria	17	0.00415307651764706	0.00318593	0.00258419993850295	
D015179	species	53254	Bosea thiooxidans	Bacteria	17	0.0362639733470588	0.00840619	0.0487513861295852	
D015179	species	75688	Neptunomonas naphthovorans	Bacteria	17	0.00336509511176471	0.00317501	0.00121779163405402	
D015179	species	82135	Atopobium vaginae	Bacteria	17	0.00974395805882353	0.00297256	0.0182056658787869	
D015179	species	84031	Clostridium sartagoforme	Bacteria	17	0.0582585862352941	0.00384165	0.147795319314986	
D015179	species	85338	Rothia sp. CCUG 25688	Bacteria	17	0.0373185411764706	0.00248056	0.102684725041519	
D015179	species	93064	Sphingomonas koreensis	Bacteria	17	0.0147036576470588	0.00527565	0.0166214675440289	
D015179	species	158836	Enterobacter hormaechei	Bacteria	17	0.00701643258235294	0.00478767	0.00863592474663978	
D015179	species	166501	Thermobaculum terrenum	Bacteria	17	0.00331085396470588	0.00264236	0.00491617027676521	
D015179	species	168384	Marvinbryantia formatexigens	Bacteria	17	0.0374187728823529	0.02576	0.0522670821381664	
D015179	species	191295	Alcaligenes sp. VKM B-2263	Bacteria	17	0.00259261276470588	0.00188051	0.00259958230364066	
D015179	species	212663	Vibrio tasmaniensis	Bacteria	17	0.00224156322941176	0.00188051	0.00154848728618736	
D015179	species	321327	Synechococcus sp. JA-3-3Ab	Bacteria	17	0.00299308770588235	0.00206084	0.00252887141289518	
D015179	species	330214	Nitrospira defluvii	Bacteria	17	0.0879137328235294	0.002503	0.202043424694986	
D015179	species	415425	Flavobacterium terrae	Bacteria	17	0.440826143294118	0.00284754	0.987345493608542	
D015179	species	439703	Prevotella maculosa	Bacteria	17	0.0109301117	0.00298418	0.0324155205742675	
D015179	species	467094	Ilumatobacter coccineus	Bacteria	17	0.0290969345294118	0.00218298	0.109870797023292	
D015179	species	658083	Lachnospiraceae bacterium 6_1_63FAA	Bacteria	17	0.0521070588235294	0.00155	0.124364100214084	
D015179	species	947013	Chryseolinea serpens	Bacteria	17	0.0149266842235294	0.00184807	0.0542166246032349	
D015179	species	1487956	Corynebacterium sp. ATCC 6931	Bacteria	17	0.249778118764706	0.00386026	0.907996742989922	
D015179	species	1488215	Brenneria sp. IHBB 6858	Bacteria	17	0.0665182620882353	0.00264236	0.260341476014275	
D015179	species	1827099	Peptoniphilus sp. JCM 8141	Bacteria	17	0.253430673588235	0.00277211	0.456560239424281	
D015179	species	1827101	Eubacterium sp. JCM 9976	Bacteria	17	0.0118192439411765	0.00368311	0.0173118032078547	
D015179	species	253	Chryseobacterium indologenes	Bacteria	16	0.1099638640625	0.003855035	0.302622245661202	
D015179	species	301	Pseudomonas oleovorans	Bacteria	16	0.0302193089875	0.0008755055	0.0803018602070251	
D015179	species	381	Mesorhizobium loti	Bacteria	16	0.0734286149375	0.01612015	0.137211258370009	
D015179	species	1462	Geobacillus kaustophilus	Bacteria	16	0.0347905024625	0.002876305	0.101680471392708	
D015179	species	1550	Clostridium subterminale	Bacteria	16	0.14493133375	0.00145057	0.434530501809923	
D015179	species	28122	Fibrobacter intestinalis	Bacteria	16	0.00141852910625	0.0012371135	0.00108564490044761	
D015179	species	33029	Anaerococcus hydrogenalis	Bacteria	16	0.7022549690625	0.00470157	1.55847992463976	
D015179	species	33069	Pseudomonas viridiflava	Bacteria	16	0.0056627243125	0.005513615	0.00481849596439792	
D015179	species	33945	Enterococcus avium	Bacteria	16	0.123125	0.05208	0.189835531552974	
D015179	species	39766	Sulfurimonas denitrificans	Bacteria	16	0.0021416714875	0.00241097	0.00172197687533467	
D015179	species	47885	Pseudomonas oryzihabitans	Bacteria	16	0.0017420347875	0.001110368	0.00180163902517278	
D015179	species	84032	[Clostridium] thermosuccinogenes	Bacteria	16	0.1624691435	0.010488515	0.458508575772256	
D015179	species	86665	Bacillus halodurans	Bacteria	16	0.11721563861875	0.00236544	0.449237263800058	
D015179	species	146939	Azospira oryzae	Bacteria	16	0.1395012190625	0.007974275	0.489668641940252	
D015179	species	159291	Spirochaeta americana	Bacteria	16	0.00525087480625	0.00373399	0.00543236684287914	
D015179	species	198252	Candidatus Pelagibacter ubique	Bacteria	16	0.002053588675	0.00205449	0.0014232248818235	
D015179	species	229549	Streptococcus minor	Bacteria	16	0.0037681373125	0.002318205	0.00365757913175712	
D015179	species	264463	Anaerosporobacter mobilis	Bacteria	16	0.05840475425	0.003437405	0.128054524782325	
D015179	species	291990	Thermosediminibacter oceani	Bacteria	16	0.0035273526875	0.00320844	0.0024288185864008	
D015179	species	316277	Syntrophus aciditrophicus	Bacteria	16	0.0073508145	0.002581375	0.010090224956508	
D015179	species	332249	Truepera radiovictrix	Bacteria	16	0.02183510849375	0.00189522	0.0760911503103366	
D015179	species	349221	Micavibrio aeruginosavorus	Bacteria	16	0.00210628205625	0.00134681	0.00236633722189146	
D015179	species	373668	Chryseobacterium ureilyticum	Bacteria	16	0.035008125	0.01034133	0.0501855656315179	
D015179	species	425941	Prevotella nanceiensis	Bacteria	16	0.01169852034375	0.00189369	0.0220100246743658	
D015179	species	445709	Pandoraea thiooxydans	Bacteria	16	0.00158259193125	0.000969243	0.00158774449196442	
D015179	species	572010	Slackia isoflavoniconvertens	Bacteria	16	0.045198713125	0.023927	0.0595806648291597	
D015179	species	927083	Sandaracinus amylolyticus	Bacteria	16	0.00225901685	0.00193821	0.00159834746524281	
D015179	species	1071390	Acinetobacter sp. NBRC 100985	Bacteria	16	0.0048915705	0.002482975	0.00720148149415935	
D015179	species	1124597	Magnetococcus marinus	Bacteria	16	0.00332972053125	0.0029531	0.00173501192370667	
D015179	species	1520671	Flavobacterium maris	Bacteria	16	0.057880667	0.017509105	0.0736440115079496	
D015179	species	203	Campylobacter rectus	Bacteria	15	0.0422191269333333	0.01792	0.0768774050590556	
D015179	species	247	Empedobacter brevis	Bacteria	15	0.01611588992	0.00303674	0.0279116239670389	
D015179	species	358	Agrobacterium tumefaciens	Bacteria	15	0.00345658524666667	0.00247973	0.00268280860577332	
D015179	species	478	Moraxella nonliquefaciens	Bacteria	15	0.00248393422666667	0.00285217	0.00140301713353459	
D015179	species	487	Neisseria meningitidis	Bacteria	15	0.00229472853333333	0.0018939	0.00189200235206641	
D015179	species	548	[Enterobacter] aerogenes	Bacteria	15	6.43889586666667	0.105978	23.0588588319182	
D015179	species	960	Bacteriovorax stolpii	Bacteria	15	0.00843339372666667	0.00342806	0.010227556183178	
D015179	species	1314	Streptococcus pyogenes	Bacteria	15	0.00558956193333333	0.00301441	0.00657357756271459	
D015179	species	1527	Anaerocolumna aminovalerica	Bacteria	15	0.0041510274	0.0010155	0.00827440353457699	
D015179	species	29362	[Clostridium] papyrosolvens	Bacteria	15	0.0153525331133333	0.00276134	0.0483064396650582	
D015179	species	33011	Propionibacterium granulosum	Bacteria	15	0.425516652193333	0.0250125	0.788143373547855	
D015179	species	33934	Anoxybacillus flavithermus	Bacteria	15	0.3840313479	0.00355707	1.09885898008905	
D015179	species	38288	Corynebacterium genitalium	Bacteria	15	0.0152071983933333	0.00265625	0.0474897642467031	
D015179	species	40216	Acinetobacter radioresistens	Bacteria	15	0.0408545353933333	0.00588582	0.0756995240412128	
D015179	species	40683	Sphingomonas pruni	Bacteria	15	0.00832388513333333	0.00270915	0.012093539349475	
D015179	species	60478	Shewanella amazonensis	Bacteria	15	0.00292176373333333	0.00246871	0.00332577993926085	
D015179	species	61592	Corynebacterium durum	Bacteria	15	0.00652666666666667	0.00408	0.00684733802986519	
D015179	species	81467	Aminobacterium mobile	Bacteria	15	0.0257794655333333	0.0029036	0.057469078751158	
D015179	species	90728	Desulfatiglans anilini	Bacteria	15	0.00302454983333333	0.00155248	0.00335977970410779	
D015179	species	90729	[Desulfobacterium] catecholicum	Bacteria	15	0.00230934033333333	0.00168927	0.00173624148053299	
D015179	species	96345	Flavobacterium psychrophilum	Bacteria	15	0.0072394736	0.003803	0.00982846915845873	
D015179	species	109790	Lactobacillus jensenii	Bacteria	15	0.00568061239333333	0.00300915	0.0098322731199271	
D015179	species	114527	Mogibacterium diversum	Bacteria	15	0.208698685113333	0.0276021	0.573705305520367	
D015179	species	164393	Lactobacillus fuchuensis	Bacteria	15	0.00645606585333333	0.00319662	0.00797077243502496	
D015179	species	181662	Desulfovibrio giganteus	Bacteria	15	0.003163798	0.00279712	0.0011462711128026	
D015179	species	183417	Proteus hauseri	Bacteria	15	0.12145724898	0.00966246	0.368510123646651	
D015179	species	194867	Sphingomonas sp. ATCC 31555	Bacteria	15	0.008493902	0.0036266	0.0139624877191864	
D015179	species	202604	Moorella mulderi	Bacteria	15	0.0015786835	0.00120009	0.00131011579853894	
D015179	species	206043	Actinomyces oricola	Bacteria	15	0.00581594066666667	0.00365564	0.00396621639439091	
D015179	species	208226	Alkaliphilus metalliredigens	Bacteria	15	0.00567346492666667	0.00188281	0.0113292578509195	
D015179	species	220714	Fructobacillus pseudoficulneus	Bacteria	15	0.00319344146666667	0.00246871	0.00252330072336134	
D015179	species	227319	Corynebacterium ciconiae	Bacteria	15	0.00356160266666667	0.00284754	0.00190036543323897	
D015179	species	234827	Candidatus Midichloria mitochondrii	Bacteria	15	0.00233961945333333	0.00169116	0.00231909031360201	
D015179	species	294936	Photobacterium rosenbergii	Bacteria	15	0.00409138266666667	0.00335312	0.0020023197684738	
D015179	species	392333	Geoalkalibacter ferrihydriticus	Bacteria	15	0.00219128566	0.00177377	0.00188294835358471	
D015179	species	392413	Deinococcus misasensis	Bacteria	15	0.00449578179333333	0.00311332	0.00362179039447368	
D015179	species	441501	Corynebacterium massiliense	Bacteria	15	0.495671061313333	0.00405433	0.986722897049337	
D015179	species	469613	Enterobacteriaceae bacterium 9_2_54FAA	Bacteria	15	0.0596033333333333	0.03049	0.0813647531329196	
D015179	species	531844	Flavobacteriaceae bacterium 3519-10	Bacteria	15	0.0154504955933333	0.00354755	0.0259857149619512	
D015179	species	536979	Chitinophaga niabensis	Bacteria	15	0.0138216587333333	0.00736621	0.0147630264664844	
D015179	species	556499	Propionibacterium acidifaciens	Bacteria	15	0.0034220499	0.00260879	0.00288514364424834	
D015179	species	743722	Sphingobacterium sp. 21	Bacteria	15	0.0132009536666667	0.00470478	0.0161928856450954	
D015179	species	796942	Stomatobaculum longum	Bacteria	15	0.0131453333333333	0.00417	0.0202182872902821	
D015179	species	1095771	Ruminococcus sp. JC304	Bacteria	15	0.940958666666667	0.33384	1.54573637357672	
D015179	species	122	Gimesia maris	Bacteria	14	0.0277878424714286	0.003212465	0.0929069467749194	
D015179	species	520	Bordetella pertussis	Bacteria	14	0.002278065	0.00212201	0.00149460220288971	
D015179	species	863	Syntrophomonas wolfei	Bacteria	14	0.00488080626428571	0.00292699	0.00559385809083896	
D015179	species	989	Marinilabilia salmonicolor	Bacteria	14	0.00204675535714286	0.002356995	0.00132018872399189	
D015179	species	1273	Micrococcus lylae	Bacteria	14	0.00583812507142857	0.00233318	0.0110962565585639	
D015179	species	1376	Aerococcus urinae	Bacteria	14	0.00737384735	0.00660795	0.00742177942598728	
D015179	species	1629	Weissella viridescens	Bacteria	14	0.00411274983571429	0.002546325	0.00567872344602439	
D015179	species	1693	Bifidobacterium minimum	Bacteria	14	0.00588715585714286	0.00413843	0.00633596072401639	
D015179	species	1750	Propionibacterium propionicum	Bacteria	14	0.00370502464285714	0.001914275	0.00676945276540828	
D015179	species	28091	Neisseria weaveri	Bacteria	14	0.148182722857143	0.00346063	0.532062388504063	
D015179	species	41114	Actinobacillus sp.	Bacteria	14	0.0206478571428571	0.00659	0.0350765135489155	
D015179	species	52229	Hallella seregens	Bacteria	14	0.00374884692142857	0.003190685	0.00231537916854097	
D015179	species	57480	Microvirgula aerodenitrificans	Bacteria	14	0.0502598135714286	0.0241373	0.0656014541230472	
D015179	species	62322	Shewanella baltica	Bacteria	14	0.00391301621428571	0.00304259	0.00327049713330591	
D015179	species	70995	Lewinella cohaerens	Bacteria	14	0.00960916691428571	0.00178784	0.0274382027952179	
D015179	species	72000	Kocuria rhizophila	Bacteria	14	0.450061172707143	0.003488565	1.17613641360635	
D015179	species	78259	Scardovia inopinata	Bacteria	14	0.00996145028571429	0.00404689	0.0115464628813233	
D015179	species	79882	Bacillus halmapalus	Bacteria	14	0.00414979285714286	0.003100015	0.00286001195301544	
D015179	species	84110	Slackia heliotrinireducens	Bacteria	14	0.00810299357142857	0.001884055	0.021479935802321	
D015179	species	94009	Thermicanus aegyptius	Bacteria	14	0.0806194507071429	0.00319915	0.200555900731555	
D015179	species	107709	Opitutus terrae	Bacteria	14	0.0467264596714286	0.001682405	0.168783328252364	
D015179	species	109258	Desulfacinum hydrothermale	Bacteria	14	0.00252081542142857	0.002530665	0.0014387441403468	
