phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance	
D003924	species	80866	Delftia acidovorans	Bacteria	34	0.0277799562941176	0.003673545	0.0488806522701328	
D003924	species	91915	Asaia bogorensis	Bacteria	34	0.000457905764705882	0.000282011	0.000499465741486086	
D003924	species	137461	Aerosphaera taetra	Bacteria	34	0.0257314110588235	0.00288435	0.05360594512724	
D003924	species	146817	Dendrosporobacter quercicolus	Bacteria	34	0.00138172582352941	0.0006071025	0.00336396659561534	
D003924	species	238012	Lactobacillus tucceti	Bacteria	34	0.000600586423529412	0.000423557	0.000588819174273271	
D003924	species	363265	Prevotella stercorea	Bacteria	34	3.67534823529412	0.0446	8.57292407201299	
D003924	species	797292	Sphingobacterium alimentarium	Bacteria	34	0.00326916283529412	0.000343774	0.0141336011625963	
D003924	species	1131462	Dehalobacter sp. CF	Bacteria	34	0.00145722944117647	0.000621374	0.00229840698879226	
D003924	species	329	Ralstonia pickettii	Bacteria	33	0.00864418484848485	0.000451758	0.0263843904087667	
D003924	species	426	Methylosinus trichosporium	Bacteria	33	0.00037230883030303	0.000285502	0.00024872912932885	
D003924	species	1335	Streptococcus equinus	Bacteria	33	0.0142335058787879	0.00535762	0.0253538945219053	
D003924	species	1459	Sporosarcina globispora	Bacteria	33	0.000391160333333333	0.000307431	0.000263599766104276	
D003924	species	1626	Lactobacillus sharpeae	Bacteria	33	0.00112433981818182	0.000574738	0.00113853770017939	
D003924	species	41276	Brevundimonas vesicularis	Bacteria	33	0.0431085936666667	0.00223055	0.0772173040453295	
D003924	species	47671	Lautropia mirabilis	Bacteria	33	0.00341275024242424	0.000632323	0.00485656922182005	
D003924	species	88058	Treponema primitia	Bacteria	33	0.000387936163636364	0.000310453	0.000303678119383598	
D003924	species	114527	Mogibacterium diversum	Bacteria	33	0.0113063773939394	0.00423621	0.0192828136147624	
D003924	species	146938	Azovibrio restrictus	Bacteria	33	0.00317987021212121	0.000499934	0.00680813224321206	
D003924	species	182710	Oceanobacillus iheyensis	Bacteria	33	0.00123006872727273	0.00031505	0.00213630112231971	
D003924	species	214858	Bacteroides sp. DSM 12148	Bacteria	33	0.0169739503030303	0.010441	0.016583262389437	
D003924	species	324767	Bacillus infantis	Bacteria	33	0.000684897375757576	0.000307515	0.00113498093957233	
D003924	species	421767	Bacillus butanolivorans	Bacteria	33	0.000998282042424242	0.000418463	0.00253747704619482	
D003924	species	467210	Lachnoanaerobaculum saburreum	Bacteria	33	0.00308954657575758	0.000459062	0.0108671038955605	
D003924	species	930124	Bacillus halosaccharovorans	Bacteria	33	0.00411407960606061	0.000652944	0.00697071985706942	
D003924	species	1755607	Bacteroides sp. MC_16	Bacteria	33	0.00279589054545455	0.000533095	0.00722884850251328	
D003924	species	228	Pseudoalteromonas haloplanktis	Bacteria	32	0.02612591991875	0.004115045	0.0469350124449097	
D003924	species	1246	Leuconostoc lactis	Bacteria	32	0.06051850996875	0.00283	0.156407781224188	
D003924	species	1351	Enterococcus faecalis	Bacteria	32	0.597284375	0.02611	1.66688086126296	
D003924	species	1455	Bacillus badius	Bacteria	32	0.00033116811875	0.000306736	0.000198540981646675	
D003924	species	1456	Bacillus benzoevorans	Bacteria	32	0.00105960446875	0.000575752	0.00126271974546343	
D003924	species	1606	Lactobacillus aviarius	Bacteria	32	0.00728570959375	0.00160975	0.0137140722247045	
D003924	species	1688	Bifidobacterium cuniculi	Bacteria	32	0.0022692205	0.0005513855	0.00623340816562071	
D003924	species	2702	Gardnerella vaginalis	Bacteria	32	0.03393128796875	0.003401305	0.115208409489256	
D003924	species	29389	Streptococcus alactolyticus	Bacteria	32	0.00580163975	0.0008155155	0.01804225128909	
D003924	species	38286	Corynebacterium afermentans	Bacteria	32	0.00241318228125	0.000526765	0.00421203139762751	
D003924	species	61635	Acholeplasma brassicae	Bacteria	32	0.0222433103875	0.00560242	0.0429862037776124	
D003924	species	81468	Aminobacterium colombiense	Bacteria	32	0.00130980621875	0.0004613805	0.00377737544696832	
D003924	species	180332	Robinsoniella peoriensis	Bacteria	32	0.0021377585625	0.000475479	0.00318223867422591	
D003924	species	209463	Bacillus senegalensis	Bacteria	32	0.0025441446375	0.000839991	0.00391694830905584	
D003924	species	467094	Ilumatobacter coccineus	Bacteria	32	0.00321989965	0.000493027	0.007878614415241	
D003924	species	626940	Phascolarctobacterium succinatutens	Bacteria	32	3.7220334375	3.1754	3.18539222088402	
D003924	species	1707394	Halomonas sp. JCM 11460	Bacteria	32	0.00635237478125	0.001128645	0.017677578332004	
D003924	species	1018	Capnocytophaga ochracea	Bacteria	31	0.00816493052903226	0.00515358	0.0077789402467103	
D003924	species	1310	Streptococcus sobrinus	Bacteria	31	0.0133788502580645	0.00116	0.0270798471909191	
D003924	species	1366	Lactococcus raffinolactis	Bacteria	31	0.0213315380774194	0.00171301	0.0472551805223413	
D003924	species	1497	Clostridium formicaceticum	Bacteria	31	0.00665838646451613	0.000422826	0.0171654408784425	
D003924	species	2378	Sporomusa ovata	Bacteria	31	0.000809125096774194	0.000452695	0.00105395372916418	
D003924	species	2741	Peptococcus niger	Bacteria	31	0.00691020715483871	0.00142751	0.0108410321867777	
D003924	species	45462	Brevibacillus borstelensis	Bacteria	31	0.00152518587096774	0.00034605	0.00289316311432805	
D003924	species	49319	Rubrobacter xylanophilus	Bacteria	31	0.000949933096774194	0.00027255	0.00299287982423117	
D003924	species	79209	Desulfosporosinus meridiei	Bacteria	31	0.00112461	0.000520435	0.00160475464935221	
D003924	species	88688	Caulobacter segnis	Bacteria	31	0.00293057625806452	0.000336378	0.00662720213742679	
D003924	species	103621	Actinomyces urogenitalis	Bacteria	31	0.00244597738709677	0.0006301	0.00536749198625354	
D003924	species	108980	Acinetobacter ursingii	Bacteria	31	0.00462597067741936	0.000621562	0.0100160428759358	
D003924	species	220687	Bacillus novalis	Bacteria	31	0.00144408990322581	0.000621562	0.00163798547255589	
D003924	species	253239	Ethanoligenens harbinense	Bacteria	31	0.0352765472258065	0.000449825	0.0816229336933823	
D003924	species	282125	Sutterella sanguinus	Bacteria	31	0.00934072622580645	0.00415662	0.0148056597969525	
D003924	species	290112	Xenorhabdus szentirmaii	Bacteria	31	0.00172614790322581	0.000424288	0.00326273758430013	
D003924	species	304268	Bacillus alkalitelluris	Bacteria	31	0.000729942548387097	0.000483482	0.00099280492586123	
D003924	species	411489	Clostridium sp. L2-50	Bacteria	31	3.10784806451613	2.31994	2.60304777362283	
D003924	species	1113741	Bacillus sp. NBRC 101250	Bacteria	31	0.000603144290322581	0.000424288	0.000660892628053564	
D003924	species	1114035	Lactobacillus sp. NBRC 107212	Bacteria	31	0.00163976738064516	0.00106619	0.00187163790053931	
D003924	species	1138822	Lactobacillus curieae	Bacteria	31	0.00612965754193548	0.000799642	0.014964712181565	
D003924	species	285	Comamonas testosteroni	Bacteria	30	0.100672862146667	0.0129079	0.180183980821866	
D003924	species	582	Morganella morganii	Bacteria	30	0.0862813194	0.000525479	0.285332983490354	
D003924	species	1476	Sporosarcina psychrophila	Bacteria	30	0.0033601055	0.0003850705	0.00915268546411953	
D003924	species	2734	Symbiobacterium thermophilum	Bacteria	30	0.00102569586	0.000333582	0.00235087303966477	
D003924	species	28133	Prevotella nigrescens	Bacteria	30	0.00109482516666667	0.000387076	0.00329284620991763	
D003924	species	29542	Pelobacter acetylenicus	Bacteria	30	0.00312115466666667	0.000393222	0.00719537771013332	
D003924	species	33940	Geobacillus thermodenitrificans	Bacteria	30	0.00369064521333333	0.000301726	0.0055812656475934	
D003924	species	36854	Desulfitobacterium dehalogenans	Bacteria	30	0.00273291709333333	0.0006803995	0.00608191534431539	
D003924	species	45254	Dysgonomonas capnocytophagoides	Bacteria	30	0.00480150488	0.00317489	0.0116706095203902	
D003924	species	51663	Pediococcus damnosus	Bacteria	30	0.00432379963333333	0.000634337	0.0068397594879567	
D003924	species	52769	Actinomyces gerencseriae	Bacteria	30	0.000638205433333333	0.000309275	0.000831823142747083	
D003924	species	55209	Pantoea cypripedii	Bacteria	30	0.00269550663333333	0.000937939	0.00499351356716493	
D003924	species	79883	Bacillus horikoshii	Bacteria	30	0.000426941233333333	0.0002998155	0.000317745359824573	
D003924	species	97084	Halobacteriovorax marinus	Bacteria	30	0.0015609184	0.000310617	0.00291621593270528	
D003924	species	99907	Alkalibacterium olivapovliticus	Bacteria	30	0.000458586893333333	0.000295861	0.000360649267209259	
D003924	species	156974	Dysgonomonas gadei	Bacteria	30	0.00330313239333333	0.0003324085	0.00815062584798238	
D003924	species	163202	Corynebacterium appendicis	Bacteria	30	0.0045667303	0.001831985	0.00674941188742654	
D003924	species	187452	Pediococcus claussenii	Bacteria	30	0.0262368376	0.003083955	0.0472073942819831	
D003924	species	225004	Treponema berlinense	Bacteria	30	0.0005558153	0.0004427175	0.000561300183299401	
D003924	species	225988	Anoxybacillus contaminans	Bacteria	30	0.00311595146666667	0.0007315725	0.00407385261148123	
D003924	species	290309	Comamonas granuli	Bacteria	30	0.00216844348	0.000615612	0.00368069254733182	
D003924	species	384638	[Bacteroides] pectinophilus	Bacteria	30	0.492811739833333	0.00469609	1.70658906108584	
D003924	species	445709	Pandoraea thiooxydans	Bacteria	30	0.000600090713333333	0.0002668015	0.000962259652271133	
D003924	species	552357	Shewanella fodinae	Bacteria	30	0.0131771537	0.000462922	0.0428429695843008	
D003924	species	582475	Lysinibacillus xylanilyticus	Bacteria	30	0.000425384746666667	0.0003043435	0.000320070088325399	
D003924	species	600645	Aeromonas piscicola	Bacteria	30	0.000607083633333333	0.000495139	0.000385324558859822	
D003924	species	622695	Planococcus salinarum	Bacteria	30	0.000468530966666667	0.000395823	0.00032281658078741	
D003924	species	944671	Lactobacillus nasuensis	Bacteria	30	0.0021976036	0.000519755	0.00770618766949364	
D003924	species	1113588	Bacillus sp. NBRC 3527	Bacteria	30	0.00037690356	0.000284157	0.000362161217190014	
D003924	species	1113908	Halomonas sp. NBRC 102403	Bacteria	30	0.0035723666	0.000507612	0.00649890498092674	
D003924	species	1450648	Clostridium oryzae	Bacteria	30	0.0331837318666667	0.0180005	0.0491593437237226	
D003924	species	1870820	Paenibacillus sp. IHBB 9852	Bacteria	30	0.0310267115	0.000840793	0.126423205849542	
D003924	species	727	Haemophilus influenzae	Bacteria	29	0.00455483103448276	0.00144	0.0072867600234396	
D003924	species	833	Fibrobacter succinogenes	Bacteria	29	0.00215219051724138	0.000442617	0.00343810413272306	
D003924	species	1639	Listeria monocytogenes	Bacteria	29	0.00046212944137931	0.000320358	0.000412134259411654	
D003924	species	2738	Vagococcus fluvialis	Bacteria	29	0.0105644101862069	0.000307515	0.0499092273178363	
D003924	species	28038	Lactobacillus curvatus	Bacteria	29	0.00647695337931034	0.000679646	0.0209638746274034	
D003924	species	29430	Acinetobacter haemolyticus	Bacteria	29	0.0143123028275862	0.00104195	0.0335583988450962	
D003924	species	33072	Gloeobacter violaceus	Bacteria	29	0.00128269068965517	0.000308097	0.00306813146457418	
D003924	species	35818	Helicobacter pullorum	Bacteria	29	0.0241969363448276	0.00653317	0.0340110319595548	
D003924	species	36848	Oxalophagus oxalicus	Bacteria	29	0.0019630244137931	0.000424288	0.00352634323970262	
D003924	species	47880	Pseudomonas fulva	Bacteria	29	0.0181101491034483	0.000394758	0.0398040547918652	
D003924	species	51664	Lactobacillus dextrinicus	Bacteria	29	0.000704725875862069	0.000341369	0.000883406825656118	
D003924	species	52022	Meiothermus silvanus	Bacteria	29	0.0107706822068966	0.000665534	0.0272358069429818	
D003924	species	54062	Pediococcus parvulus	Bacteria	29	0.0104718693448276	0.00187562	0.0167214515074621	
D003924	species	111015	Actinomyces radicidentis	Bacteria	29	0.00242715334482759	0.000799894	0.0045350469416082	
D003924	species	157268	Helicobacter winghamensis	Bacteria	29	0.0226203137586207	0.0039047	0.0415447923992353	
D003924	species	157782	Pseudomonas parafulva	Bacteria	29	0.0401214825172414	0.000310781	0.126877391723599	
D003924	species	202956	Acinetobacter towneri	Bacteria	29	0.0156018335517241	0.000606734	0.0328136803429423	
D003924	species	209462	Bacillus pichinotyi	Bacteria	29	0.00133468393103448	0.000451758	0.00166615951954785	
D003924	species	216778	Stenotrophomonas rhizophila	Bacteria	29	0.00850938451724138	0.00165644	0.0174320751505206	
D003924	species	237258	Cloacibacterium normanense	Bacteria	29	0.00291865631034483	0.000340233	0.00615238370268522	
D003924	species	294699	Anoxybacillus amylolyticus	Bacteria	29	0.00573495313793103	0.00166866	0.00710108347907174	
D003924	species	398555	Lactobacillus composti	Bacteria	29	0.00184365634482759	0.000394758	0.0042094249165807	
D003924	species	520083	Lactobacillus sp. KLDS 1.0716	Bacteria	29	0.0629101247586207	0.00599555	0.143376368567895	
D003924	species	931534	Lactobacillus senioris	Bacteria	29	0.00615584413793103	0.000620906	0.0160316580556607	
D003924	species	980254	Roseimaritima ulvae	Bacteria	29	0.00250188862068966	0.000307515	0.00777848725294084	
D003924	species	1005741	Saprospiraceae bacterium KMM 9006	Bacteria	29	0.00218875184137931	0.000260217	0.00831618409565502	
D003924	species	1579979	Wenzhouxiangella marina	Bacteria	29	0.000553761137931034	0.000340233	0.000848992502002088	
D003924	species	1661050	Pseudomonas sp. NBRC 111135	Bacteria	29	0.26866490362069	0.000451758	0.91330151091602	
D003924	species	1661055	Pseudomonas sp. NBRC 111140	Bacteria	29	0.0140379447931034	0.00034605	0.02734044155921	
D003924	species	119	Rubinisphaera brasiliensis	Bacteria	28	0.00215946715	0.0003406105	0.00486056437732561	
D003924	species	496	Neisseria macacae	Bacteria	28	0.00152199260714286	0.000397379	0.00231972206074113	
D003924	species	663	Vibrio alginolyticus	Bacteria	28	0.00940153278571429	0.002474625	0.0142692565993174	
D003924	species	1244	Leuconostoc gelidum	Bacteria	28	0.00123014132142857	0.0006163925	0.00163868869812414	
D003924	species	1493	Clostridium cellulovorans	Bacteria	28	0.000784976357142857	0.0003293495	0.00115192687923391	
D003924	species	1519	Clostridium tyrobutyricum	Bacteria	28	0.000752647571428571	0.0003418465	0.00134488602752128	
D003924	species	2033	Microbacterium testaceum	Bacteria	28	0.00622859971428571	0.00169148	0.0107367740689545	
D003924	species	40216	Acinetobacter radioresistens	Bacteria	28	0.0312761205714286	0.001257335	0.0653761643812832	
D003924	species	43131	Tissierella praeacuta	Bacteria	28	0.000988274035714286	0.000295205	0.001844021730009	
D003924	species	45067	Legionella lansingensis	Bacteria	28	0.119086975821429	0.01656095	0.222287622437578	
D003924	species	52242	Lactobacillus gallinarum	Bacteria	28	0.0125075083214286	0.0007245225	0.0486052546827672	
D003924	species	162426	Microbacterium hominis	Bacteria	28	0.00086389875	0.0003466825	0.00145032187305083	
D003924	species	220688	Bacillus soli	Bacteria	28	0.00218481255	0.00096488	0.00281229353153354	
D003924	species	256847	Lentisphaera araneosa	Bacteria	28	0.143942113371429	0.000329845	0.627306432632522	
D003924	species	332249	Truepera radiovictrix	Bacteria	28	0.00178697488571429	0.000344342	0.00551682798813454	
D003924	species	349221	Micavibrio aeruginosavorus	Bacteria	28	0.001210207	0.000321395	0.00186545348577319	
D003924	species	363872	Bacillus panaciterrae	Bacteria	28	0.00267769532142857	0.001118765	0.00270366326546547	
D003924	species	466153	Singulisphaera acidiphila	Bacteria	28	0.00242358071428571	0.000390299	0.00455052149276218	
D003924	species	626938	Succinatimonas hippei	Bacteria	28	0.0247178671071429	0.003583445	0.0486035684431553	
D003924	species	751585	Coprococcus sp. ART55/1	Bacteria	28	5.88116	3.73516	6.6289230799446	
D003924	species	762209	Bifidobacterium callitrichos	Bacteria	28	0.00123135206428571	0.000439369	0.002117855737393	
D003924	species	768539	Microbacterium sp. JCM 9637	Bacteria	28	0.000813679535714286	0.000429072	0.00140093046953364	
D003924	species	999468	Sphingobacterium sp. LMG 8345	Bacteria	28	0.193415034107143	0.03513365	0.341324622302132	
D003924	species	1226323	Oscillibacter sp. KLE 1745	Bacteria	28	0.646641785714286	0.546395	0.40650714110673	
D003924	species	1661032	Pseudomonas sp. NBRC 111117	Bacteria	28	0.0721186238571428	0.0003418465	0.206985168388372	
D003924	species	103	Flectobacillus major	Bacteria	27	0.00110746837037037	0.00039988	0.00227989577521982	
D003924	species	831	Butyrivibrio fibrisolvens	Bacteria	27	0.0317071064	0.00332867	0.13987206193721	
D003924	species	959	Bdellovibrio bacteriovorus	Bacteria	27	0.00156299055555556	0.000341369	0.00242230716343917	
D003924	species	964	Herbaspirillum seropedicae	Bacteria	27	0.00148874662962963	0.000666331	0.00166014538937519	
D003924	species	29448	Bradyrhizobium elkanii	Bacteria	27	0.00761150788888889	0.00166866	0.0121604621278509	
D003924	species	32016	Desulfovibrio oxamicus	Bacteria	27	0.00783623281481481	0.000927399	0.0116741076920189	
D003924	species	33034	Anaerococcus prevotii	Bacteria	27	0.00623828011111111	0.000865125	0.0188709625084556	
D003924	species	43770	Corynebacterium striatum	Bacteria	27	0.0198243023703704	0.000839445	0.0843324370357088	
D003924	species	66229	Komagataeibacter intermedius	Bacteria	27	0.000942248888888889	0.000422826	0.00154843909706577	
D003924	species	76517	Campylobacter hominis	Bacteria	27	0.476227428888889	0.00574251	2.43313008274836	
D003924	species	102134	Desulfotomaculum gibsoniae	Bacteria	27	0.00120033771851852	0.000340233	0.00173629306396447	
D003924	species	228229	Lactobacillus saerimneri	Bacteria	27	0.00347877365925926	0.000483482	0.0134357270199987	
D003924	species	284581	Bacillus koreensis	Bacteria	27	0.0016918527037037	0.000463699	0.00260949762107755	
D003924	species	310767	Zoogloea oryzae	Bacteria	27	0.000750429	0.000399947	0.000900369987450159	
D003924	species	324057	Paenibacillus sp. JDR-2	Bacteria	27	0.00225002014814815	0.000337369	0.00603357565880176	
D003924	species	392736	Uliginosibacterium gangwonense	Bacteria	27	0.000679587274074074	0.000351679	0.000796543611784824	
D003924	species	414778	Planococcus donghaensis	Bacteria	27	0.000764553185185185	0.000442617	0.000954286451318513	
D003924	species	415956	Sphingobacterium composti Yoo et al. 2007	Bacteria	27	0.00111050871851852	0.000442617	0.00176358721146901	
D003924	species	460870	Lactobacillus nodensis	Bacteria	27	0.00259022201481481	0.000461147	0.00516965922025688	
D003924	species	465721	Steroidobacter denitrificans	Bacteria	27	0.00692241707407407	0.000427589	0.0147560259532066	
D003924	species	521466	Bacillus sp. CCBAU 10778	Bacteria	27	0.00042465557037037	0.000284207	0.000398904432119561	
D003924	species	717609	Caldicellulosiruptor obsidiansis	Bacteria	27	0.00036028482962963	0.000320358	0.000270646108215733	
D003924	species	755731	Clostridium sp. BNL1100	Bacteria	27	0.00616743281481482	0.00386563	0.00767625446166332	
D003924	species	863372	Herbaspirillum huttiense	Bacteria	27	0.00140437068148148	0.000641383	0.00201258401741718	
D003924	species	1465521	Lactobacillus sp. JCM 8672	Bacteria	27	0.00555517781481481	0.000796823	0.0159699792275604	
D003924	species	486	Neisseria lactamica	Bacteria	26	0.000788965530769231	0.0003208015	0.00127984515239183	
D003924	species	669	Vibrio harveyi	Bacteria	26	0.00642587019230769	0.0005477655	0.0101199189380762	
D003924	species	1464	Paenibacillus larvae	Bacteria	26	0.000865024815384615	0.0003308635	0.00169420684806331	
D003924	species	1600	Lactobacillus acetotolerans	Bacteria	26	0.0021432695	0.0011839645	0.00214303225241011	
D003924	species	1731	Eubacterium acidaminophilum	Bacteria	26	0.000546217776923077	0.000277275	0.00122291338612327	
D003924	species	28091	Neisseria weaveri	Bacteria	26	0.00233877846153846	0.00125915	0.00318267813010309	
D003924	species	28454	Sphingobacterium multivorum	Bacteria	26	0.101365985576923	0.0206742	0.156858450911823	
D003924	species	47877	Pseudomonas amygdali	Bacteria	26	0.0377990534384615	0.000381574	0.100926588060417	
D003924	species	55507	Schwartzia succinivorans	Bacteria	26	0.000859228123076923	0.000411353	0.000981950254815768	
D003924	species	81857	Lactobacillus selangorensis	Bacteria	26	0.000743810115384615	0.0003603815	0.00100077549419511	
D003924	species	83986	Methanoculleus bourgensis	Archaea	26	0.000521252361538462	0.000318775	0.000595108431302739	
D003924	species	106654	Acinetobacter nosocomialis	Bacteria	26	0.00861595007692308	0.000657484	0.0153835447745355	
D003924	species	163359	Acidiferrobacter thiooxydans	Bacteria	26	0.000638282884615385	0.0003053705	0.0015058929491304	
D003924	species	166485	Caminicella sporogenes	Bacteria	26	0.0106567588	0.00353924	0.0209674305161288	
D003924	species	180282	Delftia tsuruhatensis	Bacteria	26	0.0142762493461538	0.003465265	0.0213272036005227	
D003924	species	242750	Prevotella bergensis	Bacteria	26	0.00295648056923077	0.0003698005	0.00849304608811578	
D003924	species	255723	Slackia faecicanis	Bacteria	26	0.00841538138461538	0.000441675	0.034301347284849	
D003924	species	263475	Viridibacillus arvi	Bacteria	26	0.00209544692307692	0.000608367	0.00522878723631055	
D003924	species	266125	Phenylobacterium koreense	Bacteria	26	0.00265507357692308	0.000676426	0.00405502210488414	
D003924	species	425358	Bacillus sp. CCBAU 10775	Bacteria	26	0.000438660130769231	0.000346079	0.000289882880150223	
D003924	species	472963	Anaerobacillus alkalidiazotrophicus	Bacteria	26	0.000670133538461538	0.0003917285	0.000815264928671422	
D003924	species	479117	Brevibacterium ravenspurgense	Bacteria	26	0.00808753292307692	0.003808465	0.0113677697230798	
D003924	species	563177	Acidianus hospitalis	Archaea	26	0.000346470553846154	0.000268799	0.000219225413325936	
D003924	species	638617	Bifidobacterium bohemicum	Bacteria	26	0.000493258115384615	0.000389993	0.000339795434458949	
D003924	species	929191	Bacillus sp. CCBAU 10952	Bacteria	26	0.000757641807692308	0.000621234	0.000756370349585176	
D003924	species	1114113	Lactobacillus sp. NBRC 107294	Bacteria	26	0.00111633337692308	0.000316551	0.00156707717470696	
D003924	species	588	Providencia stuartii	Bacteria	25	0.00302544668	0.000341369	0.00802074676589785	
D003924	species	644	Aeromonas hydrophila	Bacteria	25	0.00099265476	0.000347315	0.0024059763744959	
D003924	species	1010	Sphingobacterium mizutaii	Bacteria	25	0.1884649922	0.0379476	0.307769239655051	
D003924	species	1314	Streptococcus pyogenes	Bacteria	25	0.00448718848	0.00323384	0.00501308184596718	
D003924	species	1323	Faecalicoccus pleomorphus	Bacteria	25	0.000696045736	0.000336378	0.00082129957939756	
D003924	species	1718	Corynebacterium glutamicum	Bacteria	25	0.004765279456	0.000424288	0.0112038486413045	
D003924	species	2186	Methanothermococcus thermolithotrophicus	Archaea	25	0.00039338176	0.000260217	0.0003429189568386	
D003924	species	98672	Arthrobacter luteolus	Bacteria	25	0.000398176976	0.000307515	0.00039684129916439	
D003924	species	124798	Microbacterium phyllosphaerae	Bacteria	25	0.00045561936	0.00027199	0.000477359008275033	
D003924	species	157733	Anaerobacillus macyae	Bacteria	25	0.000417864608	0.000391691	0.000306604478334572	
D003924	species	187145	Caldithrix abyssi	Bacteria	25	0.00197339108	0.000405892	0.00259444221540728	
D003924	species	187326	Megasphaera micronuciformis	Bacteria	25	0.1485013216	0.05265	0.285835922130304	
D003924	species	202747	Sulfurimonas autotrophica	Bacteria	25	0.000278308896	0.000251912	0.000219732180566829	
D003924	species	202955	Acinetobacter tjernbergiae	Bacteria	25	0.00938738504	0.00197188	0.0154126435383537	
D003924	species	217031	Bacillus galactosidilyticus	Bacteria	25	0.0006503476	0.00031505	0.000790830062721969	
D003924	species	233055	Desulfitobacterium dichloroeliminans	Bacteria	25	0.00063420796	0.000284207	0.000879823482062192	
D003924	species	252966	Mahella australiensis	Bacteria	25	0.005311785016	0.000394758	0.0153550060348857	
D003924	species	273677	Microbacterium oleivorans	Bacteria	25	0.00215393456	0.000602343	0.0029774313716772	
D003924	species	279832	Suttonella ornithocola	Bacteria	25	0.000485448976	0.000270595	0.000441185565333622	
D003924	species	379597	Halomonas sinaiensis	Bacteria	25	0.00161662428	0.000433856	0.00294622661067624	
D003924	species	427920	Bacillus alkalinitrilicus	Bacteria	25	0.00089788208	0.000339823	0.00135356401765499	
D003924	species	439703	Prevotella maculosa	Bacteria	25	0.00124255572	0.00045425	0.00182404038566026	
D003924	species	688867	Ohtaekwangia koreensis	Bacteria	25	0.00132683304	0.000347315	0.00161048269819904	
D003924	species	947013	Chryseolinea serpens	Bacteria	25	0.000756479136	0.00025073	0.00124944331150366	
D003924	species	1114002	Lactobacillus sp. NBRC 107179	Bacteria	25	0.001201419312	0.000558792	0.00151289777975811	
D003924	species	1114049	Lactobacillus sp. NBRC 107226	Bacteria	25	0.001164158656	0.000391691	0.00179977072637986	
D003924	species	1844653	Lysinibacillus sp. VKM B-713	Bacteria	25	0.00066820588	0.000384304	0.000867217485506583	
D003924	species	199	Campylobacter concisus	Bacteria	24	0.00581849025	0.00273998	0.0104176645804433	
D003924	species	931	Thiobacillus thioparus	Bacteria	24	0.00118518453333333	0.000405077	0.00175000699583445	
D003924	species	948	Anaplasma phagocytophilum	Bacteria	24	0.001880387175	0.0003348875	0.0037583364395989	
D003924	species	982	Saccharicrinis fermentans	Bacteria	24	0.000744273041666667	0.000289524	0.000993944924542492	
D003924	species	1249	Weissella paramesenteroides	Bacteria	24	0.0195052951833333	0.000308984	0.0916341728292311	
D003924	species	1296	Staphylococcus sciuri	Bacteria	24	0.0123241767916667	0.000770338	0.0489582100874513	
D003924	species	28090	Acinetobacter lwoffii	Bacteria	24	0.0209401457916667	0.0008359185	0.0430511707962374	
D003924	species	29391	Gemella morbillorum	Bacteria	24	0.00389195083333333	0.00279	0.00390133837904704	
D003924	species	38303	Corynebacterium pseudogenitalium	Bacteria	24	0.00309826545833333	0.000310617	0.00787305795673891	
D003924	species	47879	Pseudomonas corrugata	Bacteria	24	0.0143585665833333	0.000323028	0.0430893820244583	
D003924	species	53412	Pseudomonas resinovorans	Bacteria	24	0.0298031092083333	0.001614445	0.0818522816040759	
D003924	species	70775	Pseudomonas plecoglossicida	Bacteria	24	0.00572737266666667	0.000476198	0.0128973349562388	
D003924	species	72000	Kocuria rhizophila	Bacteria	24	0.00712770716666667	0.000900811	0.0141351990809975	
D003924	species	77635	Bifidobacterium subtile	Bacteria	24	0.000280021825	0.000247387	0.000165049241841614	
D003924	species	85874	Thermacetogenium phaeum	Bacteria	24	0.00092774375	0.0002811585	0.00134937341614306	
D003924	species	86663	Bacillus carboniphilus	Bacteria	24	0.0009960396	0.0004488335	0.00106758570526244	
D003924	species	86956	Pectinatus cerevisiiphilus	Bacteria	24	0.000902743833333333	0.0004334525	0.000875082627013396	
D003924	species	101564	Pseudomonas alcaliphila	Bacteria	24	0.0116765915	0.0005418535	0.0315151563580667	
D003924	species	119858	Bacillus sonorensis	Bacteria	24	0.00184610054166667	0.0005172455	0.00258185009368909	
D003924	species	152297	Pseudoalteromonas issachenkonii	Bacteria	24	0.0118025974583333	0.004099385	0.0160371012711752	
D003924	species	175696	Thermaerobacter subterraneus	Bacteria	24	0.00174983186666667	0.0002636365	0.00626265863643302	
D003924	species	219748	Clostridium tunisiense	Bacteria	24	0.000865858916666667	0.0003674955	0.00144233870659631	
D003924	species	237610	Pseudomonas psychrotolerans	Bacteria	24	0.00254727091666667	0.000532664	0.00401552145787928	
D003924	species	281920	Porphyromonas uenonis	Bacteria	24	0.0507087930833333	0.00652788	0.125577182083536	
D003924	species	310300	Bacteroides pyogenes	Bacteria	24	0.00112472233333333	0.0008257275	0.00104455084692857	
D003924	species	322505	Sharpea azabuensis	Bacteria	24	0.00801574653333333	0.004447255	0.0153770392422953	
D003924	species	392018	Methanobacterium alcaliphilum	Archaea	24	0.00047965075	0.0002679755	0.000763928304558931	
D003924	species	454171	Chthonomonas calidirosea	Bacteria	24	0.000976633241666667	0.000295124	0.0015078025052546	
D003924	species	472113	Geofilum rubicundum	Bacteria	24	0.0148086472083333	0.00625718	0.0173238785806559	
