phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D015179	species	1302	40520	0.00477735433518494	0.0999182664741213	0.0490805887465099	0.06977467028756	31	7	758	460	2.68571667364683	0.0162331440190371	1.14810669722657	7.28639122848625	Streptococcus gordonii	Blautia obeum	
D015179	species	1302	45851	3.76734355113705e-05	-0.405581150954457	3.81180270946085e-16	-0.710108365844407	8	30	59	1159	5.22560454859914	0.000584414086913187	1.98162486081996	12.3280905612916	Streptococcus gordonii	Butyrivibrio crossotus	
D015179	species	1302	387661	0.000969667593822474	-0.236868894692569	2.27887791407306e-13	-0.498070811068654	13	25	153	1065	3.61375631618265	0.000643192870873679	1.66060269225905	7.52157805879996	Streptococcus gordonii	Parabacteroides johnsonii	
D015179	species	1302	457412	0.000521361405384886	-0.267206045863141	6.34443133548459e-06	-0.343326338324778	15	23	127	1091	5.58929894622424	4.80696960547813e-06	2.63957778653609	11.5187881847524	Streptococcus gordonii	Ruminococcus sp. 5_1_39BFAA	
D015179	species	1302	487174	2.88757820616533e-06	-0.241104873553087	8.29302154710027e-14	-0.376071550014329	18	20	330	888	2.419866060085	0.00918186279377286	1.19065148332454	4.88503191025475	Streptococcus gordonii	Barnesiella intestinihominis	
D015179	species	1302	649756	0.000151603980713878	-0.309528559955215	4.43680117940799e-14	-0.574004774843271	9	29	107	1111	3.21776793244588	0.00585093984350074	1.30476658518239	7.21240404518595	Streptococcus gordonii	Anaerostipes hadrus	
D015179	species	1302	658089	1.69069439361053e-07	-0.45573853204728	1.56075454618792e-14	-0.628334986378289	9	29	82	1136	4.29076058144068	0.00104529445567959	1.72745003390632	9.70374249500369	Streptococcus gordonii	Lachnospiraceae bacterium 5_1_63FAA	
D015179	species	1303	1624	0.000594852482777788	0.266148119899521	0.000629687829142599	-0.264993330871042	21	116	26	1093	7.58914717420769	1.56324573055919e-09	3.92585325119907	14.5279025529249	Streptococcus oralis	Lactobacillus salivarius	
D015179	species	1303	29375	0.0205336835012554	-0.177040268639705	4.01873110484912e-16	-0.570061677198315	11	126	34	1085	2.78272664977737	0.00671565216251633	1.24001878056818	5.79841421871494	Streptococcus oralis	[Clostridium] xylanolyticum	
D015179	species	1303	351091	0.000185222518041729	-0.175541776951396	1.7024621307181e-28	-0.490010518209295	64	73	312	807	2.26601698349572	1.15815844530653e-05	1.55315949602159	3.30072864233514	Streptococcus oralis	Oscillibacter valericigenes	
D015179	species	1303	397865	0.00389386625345488	-0.167587633047458	2.71515495528862e-34	-0.631937917661714	29	108	158	961	1.63247577889664	0.0408699743245332	1.0092111039313	2.57696358838261	Streptococcus oralis	Barnesiella viscericola	
D015179	species	1304	1351	0.0208312642748591	-0.121603114070195	1.70403905475646e-11	-0.344473738404386	17	324	20	895	2.34616963926402	0.0136701494130155	1.1388263265509	4.781379961442	Streptococcus salivarius	Enterococcus faecalis	
D015179	species	1304	1541	0.000222011303172475	0.194787097087207	0.000580162001684746	-0.18173262429689	14	327	14	901	2.75274557694353	0.00920222279626388	1.20213158950712	6.30379985932919	Streptococcus salivarius	Terrisporobacter mayombei	
D015179	species	1304	1683	0.0328929263161018	-0.11423338601863	5.1298085405722e-07	-0.264921788588546	12	329	8	907	4.12959056595365	0.00188924854022855	1.53654538410408	11.7570959759464	Streptococcus salivarius	Bifidobacterium angulatum	
D015179	species	1304	28123	0.00694798018610455	-0.132639871756216	3.04521332112333e-20	-0.432376221694116	46	295	72	843	1.82483937304332	0.00324161866940654	1.20267711036777	2.74741647850013	Streptococcus salivarius	Porphyromonas asaccharolytica	
D015179	species	1304	39497	0.044561494893323	-0.105502563092292	4.18490992733224e-10	-0.320307268038275	18	323	22	893	2.26036919461153	0.017254356254437	1.12679594593376	4.47891851014591	Streptococcus salivarius	Eubacterium xylanophilum	
D015179	species	1304	341694	0.015661941542031	-0.119000434646294	8.62757430548427e-20	-0.428093729900383	42	299	71	844	1.66902555138172	0.0145985465708444	1.0859583245434	2.54025019567929	Streptococcus salivarius	Peptostreptococcus stomatis	
D015179	species	1304	1110546	0.0243401026412603	-0.113147167050344	2.3818894927142e-20	-0.441792039206803	44	297	55	860	2.31473616845784	0.000135231410912854	1.48664969519636	3.58768653746616	Streptococcus salivarius	Veillonella tobetsuensis	
D015179	species	1307	1559	0.0308223550074193	0.193255815220756	0.0214634251171182	-0.205557623200857	12	14	99	1131	9.75421263599145	4.28004729798042e-07	4.00301905393306	23.4200488996422	Streptococcus suis	Clostridium tertium	
D015179	species	1308	1318	0.00118738342548504	-0.167683329725791	3.92332638974978e-20	-0.452572987621892	53	253	65	885	2.84936855610217	2.51749603504127e-07	1.89138395406805	4.27967681306099	Streptococcus thermophilus	Streptococcus parasanguinis	
D015179	species	1308	1492	0.0359851156778526	-0.117285288942376	1.39698611758358e-05	-0.240230126123554	12	294	14	936	2.7262263351529	0.0179717927163828	1.13809296579244	6.42965374758491	Streptococcus thermophilus	Clostridium butyricum	
D015179	species	1308	1541	1.39974639180687e-05	0.239475929763046	1.54017502178984e-07	-0.287368578152442	12	294	16	934	2.38070707444121	0.0266733267530827	1.01543172993685	5.43354115347418	Streptococcus thermophilus	Terrisporobacter mayombei	
D015179	species	1308	2173	0.00809997945761019	-0.121618912980324	3.48274567843302e-31	-0.499259587161221	86	220	167	783	1.83191583299373	0.000109859792595129	1.33890104750617	2.49684305685842	Streptococcus thermophilus	Methanobrevibacter smithii	
D015179	species	1308	28123	5.97622939796739e-05	-0.203344692062909	7.71912709034492e-29	-0.52708275747089	40	266	78	872	1.68035031697313	0.0132582057419354	1.09030949786259	2.55849961184628	Streptococcus thermophilus	Porphyromonas asaccharolytica	
D015179	species	1308	33039	2.09573366884171e-05	-0.158378851691412	1.66116845996984e-15	-0.291851384008831	200	106	409	541	2.49389732202783	9.7322647273431e-12	1.89337388370548	3.29780390462244	Streptococcus thermophilus	[Ruminococcus] torques	
D015179	species	1308	39491	0.00521187568395645	-0.105861391894246	3.13107985836492e-19	-0.330989413906325	182	124	389	561	2.115444080817	1.76749660241633e-08	1.61496636185506	2.77743129395666	Streptococcus thermophilus	[Eubacterium] rectale	
D015179	species	1308	53443	0.00975865622823505	-0.142724429697202	7.5109227789051e-09	-0.312730257913621	17	289	21	929	2.59986363012303	0.00609113561650786	1.26928328569631	5.25237174214411	Streptococcus thermophilus	Blautia hydrogenotrophica	
D015179	species	1308	74426	3.81952868373735e-07	-0.191718759597335	1.41756527733716e-23	-0.367922584988274	175	131	385	565	1.95939684585302	4.54031683026964e-07	1.49778078214124	2.56782103367266	Streptococcus thermophilus	Collinsella aerofaciens	
D015179	species	1308	113107	0.00163077475602468	-0.176526587170976	6.0643958855477e-07	-0.276275346849598	12	294	10	940	3.83140325259849	0.00207361616515548	1.49992069306005	10.0110208928823	Streptococcus thermophilus	Streptococcus australis	
D015179	species	1308	338188	0.00106161494955443	-0.167960892843364	1.44146354042664e-19	-0.44316658815421	51	255	71	879	2.47395374959718	7.13469767055421e-06	1.64568090149592	3.69997784711769	Streptococcus thermophilus	Bacteroides finegoldii	
D015179	species	1308	341225	0.000391759611992368	-0.186654505523915	2.07063166631115e-24	-0.504133036751161	34	272	51	899	2.20183898138264	0.000956286039321284	1.35322821012066	3.54588696394198	Streptococcus thermophilus	[Clostridium] saccharogumia	
D015179	species	1308	341694	0.000266501703883875	-0.186249138224627	3.36835833909435e-29	-0.532978993193763	40	266	73	877	1.80553774721773	0.00568751222014809	1.16676087214272	2.76292216189092	Streptococcus thermophilus	Peptostreptococcus stomatis	
D015179	species	1308	446660	0.0190622396635023	-0.127654220943083	0.000316365745089463	-0.195024682504442	39	267	31	919	4.32378366378975	8.35027277990868e-09	2.57382017490158	7.31842906529913	Streptococcus thermophilus	Adlercreutzia equolifaciens	
D015179	species	1308	454155	0.0339489773919582	-0.118225725505659	0.00191253476128239	-0.172325208001971	20	286	16	934	4.07595058245815	4.55656074855204e-05	1.97768387035006	8.53413852738528	Streptococcus thermophilus	Paraprevotella xylaniphila	
D015179	species	1308	457421	0.000781269954819541	-0.187157342594343	1.42820836802156e-09	-0.330585172341724	13	293	13	937	3.19429914515368	0.00439020137459003	1.34762875992972	7.57324749019357	Streptococcus thermophilus	Clostridiales bacterium 1_7_47FAA	
D015179	species	1308	674529	0.000206536473065045	-0.19908630606519	1.31998666852763e-10	-0.337887299357164	47	259	37	913	4.47101712307692	1.42858124844492e-10	2.77828393827019	7.2419307526155	Streptococcus thermophilus	Bacteroides faecis	
D015179	species	1308	751585	0.000357022128182185	-0.188701781763276	3.78440494587188e-14	-0.387769460240446	31	275	48	902	2.11690358885978	0.00262491479572619	1.2755285423846	3.47039452348818	Streptococcus thermophilus	Coprococcus sp. ART55/1	
D015179	species	1308	1118061	7.11473356736925e-07	-0.220659858262436	1.640055996512e-39	-0.544235547732322	84	222	189	761	1.52298119134533	0.00665557761460978	1.11597822652011	2.06900148148742	Streptococcus thermophilus	Alistipes obesi	
D015179	species	1318	28117	0.0256640186743337	-0.0766220846729681	8.26640470221934e-06	-0.152423472178903	91	27	730	408	1.88284377828452	0.00438104068367909	1.19054452620794	3.06292276831528	Streptococcus parasanguinis	Alistipes putredinis	
D015179	species	1318	28123	8.33531238280147e-05	-0.265666999301399	1.10182797228282e-39	-0.748499745947783	22	96	96	1042	2.48501406569648	0.00126837003322422	1.42138813321752	4.20268833357202	Streptococcus parasanguinis	Porphyromonas asaccharolytica	
D015179	species	1318	39491	0.00292015072518779	-0.119815927885604	1.75600717272406e-13	-0.291165531230856	74	44	497	641	2.16778229455466	9.18281206714916e-05	1.44411744522626	3.28570692325163	Streptococcus parasanguinis	[Eubacterium] rectale	
D015179	species	1318	39777	0.0489607007985287	-0.126713297918962	3.83614595642726e-40	-0.721217066572265	24	94	124	1014	2.08633400470197	0.00419834931625797	1.22621187793473	3.44337281425902	Streptococcus parasanguinis	Veillonella atypica	
D015179	species	1318	102148	0.0108915636940648	-0.202711239102592	1.01034290560038e-21	-0.668998341447961	18	100	39	1099	5.06098117813991	1.2641563909202e-06	2.62347805324453	9.4569741630824	Streptococcus parasanguinis	Solobacterium moorei	
D015179	species	1318	113107	0.0178155899838283	-0.205974872560355	2.34399633353942e-09	-0.490624709104225	8	110	14	1124	5.82299407075129	0.000498573464536924	2.06889100422701	15.2627649026464	Streptococcus parasanguinis	Streptococcus australis	
D015179	species	1318	166486	0.0313064297004622	-0.104220118079398	7.44801367275022e-26	-0.478809808794929	43	75	309	829	1.5375999577714	0.0402925524246642	1.00778005530057	2.32294509585821	Streptococcus parasanguinis	Roseburia intestinalis	
D015179	species	1318	208479	0.0391358720555938	-0.121415502442309	4.93356876054591e-27	-0.576852691310834	35	83	171	967	2.38256937290197	0.000129571282768073	1.50608203645079	3.71036797960789	Streptococcus parasanguinis	[Clostridium] bolteae	
D015179	species	1318	292800	0.0448408876660786	-0.166301114091827	9.49112699372292e-13	-0.546643994705407	12	106	28	1110	4.47889388564966	0.000156671394890115	2.01327947637021	9.41705954426667	Streptococcus parasanguinis	Flavonifractor plautii	
D015179	species	1318	341694	0.037422029091804	-0.144066952151749	1.1779342575925e-24	-0.631477920509358	22	96	91	1047	2.63391715419613	0.000515813094051822	1.50324476433643	4.4660567405114	Streptococcus parasanguinis	Peptostreptococcus stomatis	
D015179	species	1318	387090	0.0062622137354498	-0.197154369186324	9.86541257580399e-29	-0.693621787282868	16	102	73	1065	2.28646510716041	0.00753151005776535	1.19611512294691	4.1500862006076	Streptococcus parasanguinis	Bacteroides coprophilus	
D015179	species	1318	454154	0.00123506905156997	-0.175790127926825	2.43140390693286e-43	-0.660427082727227	34	84	217	921	1.71706644275789	0.0152756985956812	1.08705767226078	2.66557902225348	Streptococcus parasanguinis	Paraprevotella clara	
D015179	species	1318	454155	0.00180371954977219	-0.256156161527148	2.54648008273569e-18	-0.641866975449344	8	110	28	1110	2.87946858790723	0.0152593852238026	1.10657285008077	6.68651227555345	Streptococcus parasanguinis	Paraprevotella xylaniphila	
D015179	species	1322	1507	0.010350556467077	-0.267548732711705	3.07914687155299e-13	-0.671895920386678	9	32	50	1165	6.5306694807338	6.48107511904842e-05	2.59973048583828	14.975946276119	Blautia hansenii	Clostridium sp. ATCC 29733	
D015179	species	1322	1510	0.0484077170705319	-0.262641621855782	8.07631280613038e-08	-0.640472207082537	4	37	16	1199	8.06678727080121	0.0032458816950838	1.87140267757522	26.7146325507787	Blautia hansenii	[Clostridium] stercorarium	
D015179	species	1322	1680	0.00565437079694859	-0.143792113726	7.62070169589975e-15	-0.389881151471187	20	21	328	887	2.57325110596912	0.00392101176496865	1.30485152166702	5.06002528809371	Blautia hansenii	Bifidobacterium adolescentis	
D015179	species	1322	1683	0.014608643703628	-0.324744566201413	1.80484383773247e-05	-0.539204929490018	5	36	15	1200	11.0471270760203	0.000312445071311864	2.97826223348145	34.2858843615325	Blautia hansenii	Bifidobacterium angulatum	
D015179	species	1322	33043	0.0203631084213625	-0.216101092603151	7.39779238316108e-19	-0.709154600281699	10	31	74	1141	4.96199038303136	0.000212107970769163	2.08750375830468	10.8905667580046	Blautia hansenii	Coprococcus eutactus	
D015179	species	1322	39486	0.0165949930740295	-0.104216343394174	9.7299192904357e-07	-0.211207396803511	25	16	487	728	2.33412943070854	0.00928661275485385	1.18387901836525	4.73112991661328	Blautia hansenii	Dorea formicigenerans	
D015179	species	1322	39496	0.0039801874735065	-0.147598232927221	5.06519439799633e-14	-0.373916906079784	21	20	338	877	2.72190291958868	0.00229646338469067	1.38454661358061	5.36775297030195	Blautia hansenii	Eubacterium ventriosum	
D015179	species	1322	39497	0.012488656398521	-0.291036385582779	7.73962937460942e-08	-0.579611223322337	8	33	32	1183	8.92197296097494	2.27422774879895e-05	3.29674567334501	21.7973363190132	Blautia hansenii	Eubacterium xylanophilum	
D015179	species	1322	166486	0.0235623817594869	-0.117381761754216	3.28993300229271e-16	-0.406175332662589	21	20	331	884	2.80155329568396	0.00211460316705047	1.42475385697644	5.52591936054901	Blautia hansenii	Roseburia intestinalis	
D015179	species	1322	745368	0.00310197723984127	-0.388326914455847	7.74678553843934e-08	-0.645655201393234	6	35	15	1200	13.6224232807286	3.14427280638078e-05	4.08296730285464	39.9999225007187	Blautia hansenii	Gemmiger formicilis	
D015179	species	1322	1161942	0.00558693267041472	-0.268655888880542	6.03863979520878e-19	-0.733117376257925	10	31	64	1151	5.78515876739981	6.9955031594725e-05	2.42033634899912	12.7818122469443	Blautia hansenii	Ruminococcus champanellensis	
D015179	species	1328	39490	0.039131735226888	-0.103707722818839	1.22932993996326e-10	-0.316075620482835	29	37	330	860	2.04134526709502	0.00729138130858265	1.18982644951821	3.473503932705	Streptococcus anginosus	Eubacterium ramulus	
D015179	species	1328	197614	3.08916544727235e-26	0.815758086876873	8.25259799902466e-11	-0.580873255055374	8	58	39	1151	4.0627823889435	0.0023116756388618	1.56776423711798	9.3488526869903	Streptococcus anginosus	Streptococcus pasteurianus	
D015179	species	1328	487174	0.0171344950327191	-0.122878473114173	8.34891235767193e-21	-0.457041170270151	38	28	310	880	3.84751080522207	2.54790024655006e-07	2.2575154377022	6.62906205776266	Streptococcus anginosus	Barnesiella intestinihominis	
D015179	species	1328	626940	0.0197989483668131	-0.179650059830683	4.08316995296277e-23	-0.668559223990383	14	52	102	1088	2.86824381569701	0.00184917838544568	1.4177053907795	5.47631375627208	Streptococcus anginosus	Phascolarctobacterium succinatutens	
D015179	species	1328	665950	0.0186029040481901	-0.146720596905403	1.92893950437077e-18	-0.510262121103085	23	43	191	999	2.7944115742885	0.000294403764138453	1.56889031810933	4.86863323473902	Streptococcus anginosus	Lachnospiraceae bacterium 3_1_46FAA	
D015179	species	1351	28133	0.00316839600414038	-0.360611132837252	4.34593929586682e-11	-0.707719232273932	4	33	28	1191	5.14144669285808	0.0127018131781267	1.2402280259733	15.9513820948668	Enterococcus faecalis	Prevotella nigrescens	
D015179	species	1351	39488	6.89107442795468e-19	0.391153592476654	2.9541629795789e-06	0.212123265448452	34	3	440	779	20.0260556864753	4.06770590323448e-12	6.24313007429739	102.606478130965	Enterococcus faecalis	[Eubacterium] hallii	
D015179	species	1351	39491	0.00937889159674757	-0.107977099551158	0.00330536016836829	-0.122004253965557	30	7	541	678	5.36529467824881	1.24420065909909e-05	2.28596518112848	14.5874600108007	Enterococcus faecalis	[Eubacterium] rectale	
D015179	species	1351	46228	0.00375471269061641	-0.163881710776593	1.24845025502059e-10	-0.354324010928056	19	18	274	945	3.63548385741922	0.000200842399537522	1.77871211285912	7.4593461633959	Enterococcus faecalis	Ruminococcus lactaris	
D015179	species	1351	74426	0.0294526695033253	0.0912903488664756	0.0292064275277401	0.0914287513805316	28	9	532	687	4.01334584274378	0.000145075425504443	1.82194837067247	9.7538920976853	Enterococcus faecalis	Collinsella aerofaciens	
D015179	species	1351	165179	0.0045428982342114	-0.141792919918027	1.03639732509723e-07	-0.262483474775906	19	18	362	857	2.49688456780755	0.00981311840124466	1.22460820132846	5.10923045962522	Enterococcus faecalis	Prevotella copri	
D015179	species	1351	166486	0.0271258944196678	-0.114575740422425	3.08199357930358e-10	-0.31887434432586	17	20	335	884	2.24137142361256	0.0238919777704272	1.08825470073307	4.56622753256311	Enterococcus faecalis	Roseburia intestinalis	
D015179	species	1351	246787	0.0130264532541217	-0.117105144500568	1.21630525087325e-06	-0.226669645110439	19	18	412	807	2.06631705060733	0.0341015322086296	1.01427055855538	4.22485509050669	Enterococcus faecalis	Bacteroides cellulosilyticus	
D015179	species	1351	291644	0.0118498258524645	-0.167148265106176	6.75591672446976e-16	-0.503013559644964	11	26	189	1030	2.30369939377058	0.0358761956429883	1.00943758262655	4.923699870396	Enterococcus faecalis	Bacteroides salyersiae	
D015179	species	1351	410072	0.0143991178353208	0.0969976932883797	0.000431283136935092	0.139177401125445	32	5	599	620	6.61617444491246	5.59850475897601e-06	2.53556077231606	21.8965805212453	Enterococcus faecalis	Coprococcus comes	
D015179	species	1351	658082	0.0312761145667726	-0.207379417495716	2.81503244896238e-09	-0.533284403612179	12	25	71	1148	7.73234777789615	1.50922072549092e-06	3.39336243413283	16.7745151195668	Enterococcus faecalis	Lachnospiraceae bacterium 2_1_58FAA	
D015179	species	1351	665950	0.0124040812403476	-0.163234854382359	1.44847948067651e-06	-0.30889405286996	17	20	197	1022	4.40221269565155	3.04972465169376e-05	2.12445993831198	9.02846467601963	Enterococcus faecalis	Lachnospiraceae bacterium 3_1_46FAA	
D015179	species	1352	40545	0.00764495266172476	-0.221443404207506	3.36615207090145e-20	-0.671260783215071	19	43	82	1112	5.97695921084132	7.53945247177102e-08	3.13941213129101	11.0449609784133	Enterococcus faecium	Sutterella wadsworthensis	
D015179	species	1358	1735	0.0152002231652246	-0.143681589173552	2.03518506151732e-29	-0.601382823168979	24	56	205	971	2.02863459553394	0.00700294530826442	1.17372633727983	3.41720601307432	Lactococcus lactis	Holdemanella biformis	
D015179	species	1358	28133	0.0446779673078445	-0.195435084507252	9.45209330799046e-14	-0.644092451361034	6	74	26	1150	3.58011307608431	0.0131741593604145	1.16835136903189	9.26308520063102	Lactococcus lactis	Prevotella nigrescens	
D015179	species	1358	33039	0.00836518341791163	-0.104563734437641	1.41660811632518e-07	-0.207000582960608	54	26	555	621	2.32240122983051	0.000475860736275167	1.40707454216014	3.91992390596566	Lactococcus lactis	[Ruminococcus] torques	
D015179	species	1358	61171	0.0209711198434377	-0.203896592268082	4.87123718584066e-17	-0.655149510691425	9	71	48	1128	2.97491713026522	0.00798077589805302	1.23318229994756	6.45241966838312	Lactococcus lactis	Holdemania filiformis	
D015179	species	1358	165179	0.00287513014376589	-0.143752918751327	1.88109938902698e-24	-0.46594075359497	33	47	348	828	1.66984289167749	0.032556826484729	1.01754506100903	2.71375050667538	Lactococcus lactis	Prevotella copri	
D015179	species	1358	454155	0.0140143598324309	-0.239141248270498	5.22331817636176e-17	-0.70427021702626	11	69	25	1151	7.3138972844219	5.77944603616477e-06	3.11468271024254	16.1924916329489	Lactococcus lactis	Paraprevotella xylaniphila	
D015179	species	1358	487174	0.000172573154414339	-0.188135531827608	8.52387164348467e-27	-0.504204979562668	34	46	314	862	2.02785094279264	0.00414993798946164	1.23763876903395	3.29507681521903	Lactococcus lactis	Barnesiella intestinihominis	
D015179	species	1358	626940	0.00125448208513902	-0.242660136862569	1.32895765785961e-19	-0.616599383208411	22	58	94	1082	4.35786816565645	7.74955339839051e-07	2.42819142321858	7.60961297007998	Lactococcus lactis	Phascolarctobacterium succinatutens	
D015179	species	1358	658087	0.0216838399427711	-0.203599016185345	7.42354691488613e-19	-0.68428345535688	9	71	47	1129	3.04078734856794	0.00708401336132799	1.25910923940556	6.60621671222622	Lactococcus lactis	Lachnospiraceae bacterium 7_1_58FAA	
D015179	species	1379	39497	0.02893619152623	-0.235665223063953	3.40806766695578e-21	-0.810289625470498	5	46	35	1170	3.62669906103007	0.0202466188966683	1.06028316397217	9.91619021656369	Gemella haemolysans	Eubacterium xylanophilum	
D015179	species	1379	44749	0.0235079886359917	-0.194885833346183	6.25304634431857e-19	-0.670070405773476	10	41	84	1121	3.2501593061686	0.00330976530383491	1.40127159102039	6.894001912568	Gemella haemolysans	Sporobacter termitidis	
D015179	species	1379	46124	8.24892961155534e-14	0.664901923982085	0.0150760648437157	-0.244913120103947	20	31	47	1158	15.7979984079121	4.19918456111448e-14	7.91960798309272	31.1227005907349	Gemella haemolysans	Granulicatella adiacens	
D015179	species	1379	89014	0.00680370315495675	-0.24090353005013	6.78669844884707e-23	-0.739624783545761	10	41	74	1131	3.72088697429586	0.00138328143293629	1.59749917534393	7.93872160799315	Gemella haemolysans	Blautia luti	
D015179	species	1379	288965	0.0427045577796603	-0.219075997264107	4.7214818364512e-20	-0.796575333444352	5	46	35	1170	3.62669906103007	0.0202466188966683	1.06028316397217	9.91619021656369	Gemella haemolysans	[Clostridium] clariflavum	
D015179	species	1379	341225	0.0481554033876258	-0.177833516914163	4.92917333481151e-20	-0.706435146663244	12	39	73	1132	4.76076068727651	7.67847735633362e-05	2.17338221132446	9.77651639147122	Gemella haemolysans	[Clostridium] saccharogumia	
D015179	species	1379	762212	0.0468626719511145	-0.189945316952309	2.68705730500458e-24	-0.78601088614154	8	43	59	1146	3.60724651080385	0.00434889134598593	1.40104441143334	8.22864820163829	Gemella haemolysans	Bifidobacterium biavatii	
D015179	species	1492	180311	0.0486437962652673	-0.228488576618192	6.44110696059534e-12	-0.691586122022238	4	22	49	1181	4.37228879615924	0.0211914820446118	1.05509751507019	13.5865026255331	Clostridium butyricum	Hespellia stercorisuis	
D015179	species	1496	31971	0.028941282666622	-0.259376871908327	2.54806648405193e-11	-0.691082394191909	5	18	48	1185	6.83352989849891	0.0020851917050778	1.90277441061004	20.173390332099	Clostridioides difficile	[Eubacterium] dolichum	
D015179	species	1496	154046	2.66579724408765e-13	0.579640289091729	2.8534766733898e-06	-0.39314621790795	6	17	110	1123	3.59727002155233	0.0148479304825306	1.13739470174911	9.81266827872673	Clostridioides difficile	Hungatella hathewayi	
D015179	species	1496	180311	0.0318963848064038	-0.253169499664599	3.83244025927775e-09	-0.626893912695448	4	19	49	1184	5.07351611545088	0.0137869208380749	1.20961334645796	16.0818393584554	Clostridioides difficile	Hespellia stercorisuis	
D015179	species	1496	187327	5.44427540855223e-07	0.398043826753991	0.000219495331796218	-0.299308146069421	8	15	125	1108	4.71765865831544	0.00158912731909782	1.69686915024471	12.1354936220454	Clostridioides difficile	Acidaminococcus intestini	
D015179	species	1496	626932	0.00630383032621742	-0.215770195680558	1.28523039668357e-06	-0.372991034968694	7	16	136	1097	3.52351187677976	0.0108874549585199	1.20361364190142	9.24981476877664	Clostridioides difficile	Alistipes indistinctus	
D015179	species	1496	658087	0.000564360645653494	-0.38889790428301	8.10812636274945e-13	-0.711841172253551	4	19	52	1181	4.76948138510594	0.0166678600018099	1.13942896119944	15.0812142981846	Clostridioides difficile	Lachnospiraceae bacterium 7_1_58FAA	
D015179	species	1496	1755626	0.0300426547409513	-0.182146771033973	7.25143080008852e-10	-0.488026796278252	6	17	119	1114	3.29915208700149	0.0210161978380019	1.04461586848724	8.98288403689314	Clostridioides difficile	Faecalibacterium sp. MC_41	
D015179	species	1502	1596	0.0461928994865465	-0.170017565778357	3.17292844335939e-17	-0.639384890052958	11	88	39	1118	3.57736077309187	0.00116332492158177	1.59529831367929	7.43490520917021	Clostridium perfringens	Lactobacillus gasseri	
D015179	species	1502	28447	0.02944707819208	-0.173291752973313	1.11373573878008e-26	-0.721444219663685	15	84	59	1098	3.31838089969977	0.0003631608622089	1.67490699001215	6.2392833424792	Clostridium perfringens	Clavibacter michiganensis	
D015179	species	1502	29348	0.0327994799534296	-0.143006843713442	6.19081653918798e-31	-0.674352676237134	23	76	124	1033	2.5186591175605	0.000847430513102404	1.45257382903827	4.23675271268768	Clostridium perfringens	[Clostridium] spiroforme	
D015179	species	1502	39497	0.0208208571731852	-0.202557453301647	2.15315136080583e-21	-0.712050702845343	9	90	31	1126	3.62604293328258	0.00284026075078676	1.4718912009241	8.11104798897336	Clostridium perfringens	Eubacterium xylanophilum	
D015179	species	1502	165179	0.0112895532828686	-0.120823612397204	1.66964604298762e-23	-0.452121119447579	41	58	340	817	1.69780071038907	0.0163612412482062	1.08683359186129	2.63285556718542	Clostridium perfringens	Prevotella copri	
D015179	species	1502	291645	0.00259952271533602	0.170477165184617	1.88880009018393e-21	-0.5048213463208	31	68	211	946	2.04256404989317	0.00315137378132106	1.25683325495387	3.26009620558531	Clostridium perfringens	Bacteroides nordii	
D015179	species	1502	341225	0.0242184851298177	-0.173329448248161	8.48483343548803e-32	-0.750047379643186	15	84	70	1087	2.76967500383748	0.0024297031722592	1.40989874143356	5.15086134479026	Clostridium perfringens	[Clostridium] saccharogumia	
D015179	species	1502	762212	0.0256096229872998	-0.182244157019481	1.57706716281044e-26	-0.732839681172827	16	83	51	1106	4.17270239561055	2.64679633766331e-05	2.12537132942857	7.83459904468009	Clostridium perfringens	Bifidobacterium biavatii	
D015179	species	1504	39484	0.0109333787227403	-0.165739860864021	1.20625231186096e-17	-0.519518129554791	15	35	185	1021	2.36324582044635	0.00948927425312518	1.17433914655861	4.54656291006779	Clostridium septicum	Eubacterium desmolans	
D015179	species	1504	39497	0.04462849901806	-0.223766604256144	1.71777336882047e-12	-0.685204618657186	9	41	31	1175	8.28650423318294	1.28883243751472e-05	3.25514070577895	19.3318119887008	Clostridium septicum	Eubacterium xylanophilum	
D015179	species	1507	1530	2.44509150332737e-05	-0.307307618104836	1.34253956604234e-17	-0.577809825647026	21	38	123	1074	4.81561383697349	5.05448044611043e-07	2.59685685095466	8.73016898418311	Clostridium sp. ATCC 29733	Clostridium carnis	
D015179	species	1507	28111	0.0120399935877355	-0.14627735913913	4.26962545352342e-27	-0.573387380069033	19	40	235	962	1.94334532468061	0.029248611648192	1.04276324201677	3.50867047687386	Clostridium sp. ATCC 29733	Bacteroides eggerthii	
D015179	species	1507	28446	0.00596626678747926	-0.201988225177841	1.45122675477829e-20	-0.615475406387667	16	43	125	1072	3.18657257129617	0.000423529663358228	1.62559215418454	5.97832452775645	Clostridium sp. ATCC 29733	[Clostridium] propionicum	
D015179	species	1507	33043	0.0282929955196885	-0.189518621364854	8.42441840681096e-23	-0.72129779542138	9	50	75	1122	2.68961983880284	0.013716563928656	1.11948182139962	5.8018939354461	Clostridium sp. ATCC 29733	Coprococcus eutactus	
